gtm,year,game_date,h,hr,er,so,era,era_cum,h_cum,hr_cum,er_cum,so_cum
130,1990,1990-08-30,12,0,2,3,3.5,3.5,1069,105,451,838
131,1990,1990-08-31,12,1,5,3,3.52,3.52,1081,106,456,841
132,1990,1990-09-01,9,1,6,5,3.54,3.54,1090,107,462,846
133,1990,1990-09-02,7,1,5,6,3.55,3.55,1097,108,467,852
134,1990,1990-09-03,13,0,7,8,3.58,3.58,1110,108,474,860
135,1990,1990-09-04,12,1,8,6,3.61,3.61,1122,109,482,866
136,1990,1990-09-05,10,4,6,5,3.63,3.63,1132,113,488,871
137,1990,1990-09-06,3,0,0,6,3.6,3.6,1135,113,488,877
138,1990,1990-09-07,4,0,0,3,3.57,3.57,1139,113,488,880
139,1990,1990-09-08,11,0,8,6,3.61,3.61,1150,113,496,886
140,1990,1990-09-09,8,1,4,8,3.61,3.61,1158,114,500,894
141,1990,1990-09-10,12,0,4,4,3.61,3.61,1170,114,504,898
142,1990,1990-09-11,8,1,4,6,3.62,3.62,1178,115,508,904
143,1990,1990-09-12,9,0,3,8,3.62,3.62,1187,115,511,912
144,1990,1990-09-14,9,1,4,4,3.62,3.62,1196,116,515,916
145,1990,1990-09-15,6,0,0,7,3.59,3.59,1202,116,515,923
146,1990,1990-09-16,13,1,9,10,3.63,3.63,1215,117,524,933
147,1990,1990-09-17,8,0,2,6,3.62,3.62,1223,117,526,939
148,1990,1990-09-18,7,1,2,2,3.61,3.61,1230,118,528,941
149,1990,1990-09-19,14,2,9,8,3.65,3.65,1244,120,537,949
150,1990,1990-09-20,6,1,2,9,3.64,3.64,1250,121,539,958
151,1990,1990-09-21,9,2,3,6,3.63,3.63,1259,123,542,964
152,1990,1990-09-22,8,1,3,5,3.63,3.63,1267,124,545,969
153,1990,1990-09-23,10,0,5,8,3.64,3.64,1277,124,550,977
154,1990,1990-09-24,13,1,5,5,3.64,3.64,1290,125,555,982
155,1990,1990-09-25,5,1,1,7,3.62,3.62,1295,126,556,989
156,1990,1990-09-26,7,1,10,8,3.66,3.66,1302,127,566,997
157,1990,1990-09-28,11,1,6,4,3.68,3.68,1313,128,572,1001
158,1990,1990-09-29,9,0,4,5,3.69,3.69,1322,128,576,1006
159,1990,1990-09-30,9,1,7,5,3.71,3.71,1331,129,583,1011
160,1990,1990-10-01,5,1,1,3,3.69,3.69,1336,130,584,1014
161,1990,1990-10-02,15,3,7,5,3.71,3.71,1351,133,591,1019
162,1990,1990-10-03,13,4,5,2,3.72,3.72,1364,137,596,1021
1,1991,1991-04-10,5,1,2,6,2.0,2.0,5,1,2,6
2,1991,1991-04-11,7,1,1,6,1.5,1.5,12,2,3,12
3,1991,1991-04-12,10,0,4,8,2.33,2.33,22,2,7,20
4,1991,1991-04-13,14,0,6,10,3.25,3.25,36,2,13,30
5,1991,1991-04-14,7,1,1,7,2.8,2.8,43,3,14,37
6,1991,1991-04-15,6,0,0,4,2.33,2.33,49,3,14,41
7,1991,1991-04-16,10,2,8,7,3.19,3.19,59,5,22,48
8,1991,1991-04-17,5,2,2,6,3.04,3.04,64,7,24,54
9,1991,1991-04-18,14,2,10,6,3.87,3.87,78,9,34,60
10,1991,1991-04-19,7,0,0,0,3.48,3.48,85,9,34,60
11,1991,1991-04-20,7,0,1,7,3.28,3.28,92,9,35,67
12,1991,1991-04-21,5,0,0,9,3.0,3.0,97,9,35,76
13,1991,1991-04-22,12,0,7,4,3.32,3.32,109,9,42,80
14,1991,1991-04-23,8,1,4,8,3.37,3.37,117,10,46,88
15,1991,1991-04-24,7,2,4,5,3.41,3.41,124,12,50,93
16,1991,1991-04-25,5,1,1,7,3.26,3.26,129,13,51,100
17,1991,1991-04-26,5,0,0,6,3.06,3.06,134,13,51,106
18,1991,1991-04-27,11,1,3,4,3.06,3.06,145,14,54,110
19,1991,1991-04-28,10,1,3,13,3.05,3.05,155,15,57,123
20,1991,1991-04-30,2,1,1,5,2.97,2.97,157,16,58,128
21,1991,1991-05-01,11,0,7,8,3.18,3.18,168,16,65,136
22,1991,1991-05-03,4,0,1,4,3.08,3.08,172,16,66,140
23,1991,1991-05-04,10,1,4,3,3.13,3.13,182,17,70,143
24,1991,1991-05-05,9,0,1,7,3.04,3.04,191,17,71,150
25,1991,1991-05-07,8,1,3,4,3.06,3.06,199,18,74,154
26,1991,1991-05-08,4,0,0,7,2.93,2.93,203,18,74,161
27,1991,1991-05-10,7,0,1,5,2.86,2.86,210,18,75,166
28,1991,1991-05-11,7,1,2,6,2.83,2.83,217,19,77,172
29,1991,1991-05-12,13,0,7,4,2.98,2.98,230,19,84,176
30,1991,1991-05-13,8,1,3,10,2.98,2.98,238,20,87,186
31,1991,1991-05-14,5,0,2,8,2.94,2.94,243,20,89,194
32,1991,1991-05-15,8,1,3,8,2.95,2.95,251,21,92,202
33,1991,1991-05-17,6,0,4,4,2.98,2.98,257,21,96,206
34,1991,1991-05-18,11,1,3,4,2.98,2.98,268,22,99,210
35,1991,1991-05-19,9,1,5,8,3.04,3.04,277,23,104,218
36,1991,1991-05-20,8,1,4,6,3.08,3.08,285,24,108,224
37,1991,1991-05-21,6,1,3,8,3.07,3.07,291,25,111,232
38,1991,1991-05-22,9,0,3,6,3.08,3.08,300,25,114,238
39,1991,1991-05-23,6,0,0,3,3.0,3.0,306,25,114,241
40,1991,1991-05-24,9,0,3,5,3.0,3.0,315,25,117,246
41,1991,1991-05-25,8,0,1,8,2.95,2.95,323,25,118,254
42,1991,1991-05-26,6,1,3,4,2.96,2.96,329,26,121,258
43,1991,1991-05-27,6,1,1,8,2.91,2.91,335,27,122,266
44,1991,1991-05-28,11,0,2,11,2.89,2.89,346,27,124,277
45,1991,1991-05-29,16,1,5,7,2.94,2.94,362,28,129,284
46,1991,1991-05-30,15,2,7,5,3.03,3.03,377,30,136,289
47,1991,1991-05-31,10,1,4,5,3.05,3.05,387,31,140,294
48,1991,1991-06-01,9,0,6,12,3.11,3.11,396,31,146,306
49,1991,1991-06-02,8,0,1,8,3.06,3.06,404,31,147,314
50,1991,1991-06-04,7,0,3,8,3.05,3.05,411,31,150,322
51,1991,1991-06-05,4,0,0,4,2.99,2.99,415,31,150,326
52,1991,1991-06-06,4,0,0,5,2.93,2.93,419,31,150,331
53,1991,1991-06-07,6,0,2,7,2.91,2.91,425,31,152,338
54,1991,1991-06-08,9,0,4,5,2.94,2.94,434,31,156,343
55,1991,1991-06-09,8,1,3,8,2.94,2.94,442,32,159,351
56,1991,1991-06-10,14,1,5,5,2.98,2.98,456,33,164,356
57,1991,1991-06-12,7,0,2,4,2.97,2.97,463,33,166,360
58,1991,1991-06-13,6,0,1,9,2.93,2.93,469,33,167,369
59,1991,1991-06-14,9,0,1,4,2.9,2.9,478,33,168,373
60,1991,1991-06-15,9,0,4,6,2.92,2.92,487,33,172,379
61,1991,1991-06-16,4,0,2,6,2.9,2.9,491,33,174,385
62,1991,1991-06-17,10,1,4,5,2.92,2.92,501,34,178,390
63,1991,1991-06-18,8,1,4,11,2.92,2.92,509,35,182,401
64,1991,1991-06-19,13,0,8,8,3.0,3.0,522,35,190,409
65,1991,1991-06-20,5,0,2,7,2.98,2.98,527,35,192,416
66,1991,1991-06-21,10,2,3,7,2.98,2.98,537,37,195,423
67,1991,1991-06-22,3,0,1,3,2.95,2.95,540,37,196,426
68,1991,1991-06-23,6,0,0,5,2.91,2.91,546,37,196,431
69,1991,1991-06-25,16,0,9,10,3.0,3.0,562,37,205,441
70,1991,1991-06-26,4,2,3,7,2.99,2.99,566,39,208,448
71,1991,,10,0,3,6,2.98,2.98,576,39,211,454
72,1991,,5,0,2,3,2.97,2.97,581,39,213,457
73,1991,1991-06-29,7,0,1,7,2.93,2.93,588,39,214,464
74,1991,1991-06-30,12,0,3,7,2.94,2.94,600,39,217,471
75,1991,1991-07-02,6,0,1,3,2.91,2.91,606,39,218,474
76,1991,1991-07-03,10,3,3,6,2.91,2.91,616,42,221,480
77,1991,1991-07-04,14,0,4,11,2.92,2.92,630,42,225,491
78,1991,1991-07-05,8,1,4,9,2.93,2.93,638,43,229,500
79,1991,1991-07-06,8,0,5,6,2.96,2.96,646,43,234,506
80,1991,1991-07-07,10,0,1,7,2.93,2.93,656,43,235,513
81,1991,1991-07-11,7,1,3,5,2.94,2.94,663,44,238,518
82,1991,1991-07-12,7,1,6,4,2.98,2.98,670,45,244,522
83,1991,,6,0,0,2,2.94,2.94,676,45,244,524
84,1991,,11,0,6,5,2.98,2.98,687,45,250,529
85,1991,1991-07-15,13,1,9,7,3.06,3.06,700,46,259,536
86,1991,1991-07-16,9,1,3,4,3.06,3.06,709,47,262,540
87,1991,1991-07-17,10,1,4,3,3.08,3.08,719,48,266,543
88,1991,1991-07-18,7,1,5,2,3.1,3.1,726,49,271,545
89,1991,1991-07-19,10,1,5,0,3.12,3.12,736,50,276,545
90,1991,1991-07-20,12,2,7,2,3.17,3.17,748,52,283,547
91,1991,1991-07-21,11,0,7,3,3.21,3.21,759,52,290,550
92,1991,1991-07-23,10,0,5,8,3.23,3.23,769,52,295,558
93,1991,1991-07-24,7,0,1,12,3.21,3.21,776,52,296,570
94,1991,1991-07-25,5,0,0,9,3.17,3.17,781,52,296,579
95,1991,1991-07-26,2,0,0,5,3.13,3.13,783,52,296,584
96,1991,1991-07-27,5,0,0,4,3.1,3.1,788,52,296,588
97,1991,1991-07-28,4,0,0,5,3.07,3.07,792,52,296,593
98,1991,1991-07-29,10,1,5,1,3.09,3.09,802,53,301,594
99,1991,1991-07-30,6,0,1,6,3.07,3.07,808,53,302,600
100,1991,1991-07-31,12,0,3,10,3.07,3.07,820,53,305,610
101,1991,1991-08-02,9,1,8,6,3.12,3.12,829,54,313,616
102,1991,1991-08-03,8,0,2,7,3.11,3.11,837,54,315,623
103,1991,1991-08-04,6,0,2,9,3.09,3.09,843,54,317,632
104,1991,1991-08-05,13,3,10,3,3.16,3.16,856,57,327,635
105,1991,1991-08-06,9,1,2,4,3.15,3.15,865,58,329,639
106,1991,1991-08-07,3,0,0,9,3.12,3.12,868,58,329,648
107,1991,1991-08-08,8,2,4,4,3.13,3.13,876,60,333,652
108,1991,1991-08-09,6,0,0,8,3.09,3.09,882,60,333,660
109,1991,1991-08-10,12,1,4,5,3.1,3.1,894,61,337,665
110,1991,1991-08-11,7,1,4,6,3.11,3.11,901,62,341,671
111,1991,1991-08-12,4,0,1,6,3.1,3.1,905,62,342,677
112,1991,1991-08-13,9,1,3,6,3.09,3.09,914,63,345,683
113,1991,1991-08-14,5,1,1,9,3.07,3.07,919,64,346,692
114,1991,1991-08-15,8,1,4,9,3.08,3.08,927,65,350,701
115,1991,1991-08-16,7,1,1,8,3.05,3.05,934,66,351,709
116,1991,1991-08-17,11,1,5,7,3.07,3.07,945,67,356,716
117,1991,1991-08-18,12,1,8,4,3.11,3.11,957,68,364,720
118,1991,1991-08-19,10,2,2,11,3.09,3.09,967,70,366,731
119,1991,1991-08-20,5,0,4,8,3.1,3.1,972,70,370,739
120,1991,1991-08-21,11,0,5,4,3.12,3.12,983,70,375,743
121,1991,1991-08-23,4,0,2,6,3.11,3.11,987,70,377,749
122,1991,1991-08-24,10,2,6,6,3.14,3.14,997,72,383,755
123,1991,1991-08-25,11,0,4,2,3.15,3.15,1008,72,387,757
124,1991,1991-08-26,9,0,3,8,3.15,3.15,1017,72,390,765
125,1991,1991-08-27,7,1,2,6,3.14,3.14,1024,73,392,771
126,1991,1991-08-28,11,1,6,5,3.16,3.16,1035,74,398,776
127,1991,1991-08-29,7,0,4,6,3.17,3.17,1042,74,402,782
128,1991,1991-08-30,4,0,0,10,3.15,3.15,1046,74,402,792
129,1991,1991-08-31,8,0,2,4,3.14,3.14,1054,74,404,796
130,1991,1991-09-01,8,1,3,6,3.14,3.14,1062,75,407,802
131,1991,1991-09-02,15,1,7,11,3.16,3.16,1077,76,414,813
132,1991,1991-09-03,6,0,4,5,3.17,3.17,1083,76,418,818
133,1991,1991-09-04,11,0,3,4,3.16,3.16,1094,76,421,822
134,1991,,6,0,3,10,3.16,3.16,1100,76,424,832
135,1991,,10,1,1,3,3.15,3.15,1110,77,425,835
136,1991,1991-09-07,8,0,1,7,3.13,3.13,1118,77,426,842
137,1991,1991-09-08,9,0,1,9,3.12,3.12,1127,77,427,851
138,1991,1991-09-09,10,1,4,4,3.12,3.12,1137,78,431,855
139,1991,1991-09-10,9,1,5,7,3.14,3.14,1146,79,436,862
140,1991,1991-09-11,8,0,1,8,3.13,3.13,1154,79,437,870
141,1991,1991-09-12,7,0,2,9,3.12,3.12,1161,79,439,879
142,1991,1991-09-13,4,1,2,0,3.11,3.11,1165,80,441,879
143,1991,1991-09-14,10,0,3,11,3.1,3.1,1175,80,444,890
144,1991,1991-09-15,6,1,5,4,3.12,3.12,1181,81,449,894
145,1991,1991-09-16,14,1,5,5,3.12,3.12,1195,82,454,899
146,1991,1991-09-17,8,2,3,7,3.12,3.12,1203,84,457,906
147,1991,1991-09-18,9,1,4,5,3.13,3.13,1212,85,461,911
148,1991,1991-09-19,6,1,3,7,3.13,3.13,1218,86,464,918
149,1991,1991-09-20,5,1,3,7,3.13,3.13,1223,87,467,925
150,1991,1991-09-21,4,0,1,7,3.11,3.11,1227,87,468,932
151,1991,1991-09-22,3,0,0,9,3.09,3.09,1230,87,468,941
152,1991,1991-09-24,6,0,2,7,3.09,3.09,1236,87,470,948
153,1991,1991-09-25,8,2,5,9,3.1,3.1,1244,89,475,957
154,1991,1991-09-27,10,0,1,10,3.09,3.09,1254,89,476,967
155,1991,1991-09-28,7,1,4,7,3.09,3.09,1261,90,480,974
156,1991,1991-09-29,8,1,2,10,3.09,3.09,1269,91,482,984
157,1991,1991-09-30,4,1,2,7,3.08,3.08,1273,92,484,991
158,1991,1991-10-01,6,0,1,10,3.07,3.07,1279,92,485,1001
159,1991,1991-10-02,13,1,5,6,3.08,3.08,1292,93,490,1007
160,1991,1991-10-04,9,3,4,5,3.09,3.09,1301,96,494,1012
161,1991,1991-10-05,4,0,2,11,3.08,3.08,1305,96,496,1023
162,1991,1991-10-06,7,0,0,5,3.06,3.06,1312,96,496,1028
1,1992,1992-04-06,17,0,8,8,8.0,8.0,17,0,8,8
2,1992,1992-04-07,3,0,0,6,4.0,4.0,20,0,8,14
3,1992,1992-04-09,8,2,3,9,3.67,3.67,28,2,11,23
4,1992,1992-04-10,7,3,8,5,4.89,4.89,35,5,19,28
5,1992,1992-04-11,10,0,1,3,4.06,4.06,45,5,20,31
6,1992,1992-04-12,8,1,4,1,4.08,4.08,53,6,24,32
7,1992,1992-04-13,11,1,7,9,4.57,4.57,64,7,31,41
8,1992,1992-04-14,6,0,2,7,4.24,4.24,70,7,33,48
9,1992,1992-04-15,9,1,4,6,4.27,4.27,79,8,37,54
10,1992,1992-04-16,10,0,2,9,4.03,4.03,89,8,39,63
11,1992,1992-04-17,7,1,5,6,4.12,4.12,96,9,44,69
12,1992,1992-04-18,8,1,3,8,4.03,4.03,104,10,47,77
13,1992,1992-04-19,7,0,2,8,3.87,3.87,111,10,49,85
14,1992,1992-04-20,9,0,0,6,3.59,3.59,120,10,49,91
15,1992,1992-04-21,8,0,4,9,3.61,3.61,128,10,53,100
16,1992,1992-04-22,9,0,3,3,3.57,3.57,137,10,56,103
17,1992,1992-04-24,7,0,3,5,3.54,3.54,144,10,59,108
18,1992,1992-04-25,9,2,6,11,3.66,3.66,153,12,65,119
19,1992,1992-04-26,12,0,4,4,3.64,3.64,165,12,69,123
20,1992,1992-04-27,13,0,5,7,3.71,3.71,178,12,74,130
21,1992,1992-04-28,9,0,2,8,3.61,3.61,187,12,76,138
22,1992,1992-04-29,8,0,4,5,3.62,3.62,195,12,80,143
23,1992,1992-05-05,9,0,6,8,3.75,3.75,204,12,86,151
24,1992,1992-05-06,6,0,1,13,3.63,3.63,210,12,87,164
25,1992,1992-05-08,6,0,4,9,3.66,3.66,216,12,91,173
26,1992,1992-05-09,6,1,3,5,3.64,3.64,222,13,94,178
27,1992,1992-05-10,9,1,3,5,3.63,3.63,231,14,97,183
28,1992,1992-05-11,13,0,6,9,3.7,3.7,244,14,103,192
29,1992,1992-05-12,3,0,0,13,3.57,3.57,247,14,103,205
30,1992,1992-05-13,10,0,5,7,3.64,3.64,257,14,108,212
31,1992,1992-05-15,6,0,4,2,3.65,3.65,263,14,112,214
32,1992,1992-05-16,6,0,0,3,3.53,3.53,269,14,112,217
33,1992,1992-05-17,9,2,3,7,3.52,3.52,278,16,115,224
34,1992,1992-05-18,5,0,1,13,3.44,3.44,283,16,116,237
35,1992,1992-05-19,9,1,2,4,3.4,3.4,292,17,118,241
36,1992,1992-05-20,10,0,3,5,3.39,3.39,302,17,121,246
37,1992,1992-05-22,12,0,6,6,3.46,3.46,314,17,127,252
38,1992,1992-05-23,9,0,4,10,3.47,3.47,323,17,131,262
39,1992,1992-05-24,7,0,2,10,3.44,3.44,330,17,133,272
40,1992,1992-05-25,9,1,4,7,3.45,3.45,339,18,137,279
41,1992,1992-05-26,7,0,2,6,3.42,3.42,346,18,139,285
42,1992,1992-05-27,5,0,2,7,3.38,3.38,351,18,141,292
43,1992,1992-05-29,3,0,0,4,3.3,3.3,354,18,141,296
44,1992,1992-05-30,7,0,1,3,3.25,3.25,361,18,142,299
45,1992,1992-05-31,8,1,2,6,3.22,3.22,369,19,144,305
46,1992,1992-06-01,8,0,5,7,3.26,3.26,377,19,149,312
47,1992,1992-06-02,7,0,1,5,3.22,3.22,384,19,150,317
48,1992,1992-06-03,8,0,4,7,3.25,3.25,392,19,154,324
49,1992,1992-06-04,7,0,4,8,3.26,3.26,399,19,158,332
50,1992,1992-06-05,14,1,6,5,3.32,3.32,413,20,164,337
51,1992,1992-06-06,10,1,4,10,3.33,3.33,423,21,168,347
52,1992,1992-06-07,6,0,0,5,3.27,3.27,429,21,168,352
53,1992,1992-06-08,7,1,4,6,3.28,3.28,436,22,172,358
54,1992,1992-06-09,5,0,2,3,3.26,3.26,441,22,174,361
55,1992,1992-06-10,6,0,2,9,3.23,3.23,447,22,176,370
56,1992,1992-06-12,6,1,4,8,3.25,3.25,453,23,180,378
57,1992,1992-06-13,14,0,8,4,3.34,3.34,467,23,188,382
58,1992,1992-06-14,9,1,3,4,3.34,3.34,476,24,191,386
59,1992,1992-06-15,4,1,2,3,3.33,3.33,480,25,193,389
60,1992,1992-06-16,12,2,8,9,3.41,3.41,492,27,201,398
61,1992,1992-06-17,8,1,3,4,3.41,3.41,500,28,204,402
62,1992,1992-06-19,9,2,2,6,3.37,3.37,509,30,206,408
63,1992,1992-06-20,7,0,1,6,3.34,3.34,516,30,207,414
64,1992,1992-06-21,7,1,2,6,3.33,3.33,523,31,209,420
65,1992,1992-06-22,5,1,2,7,3.3,3.3,528,32,211,427
66,1992,1992-06-23,8,2,8,3,3.38,3.38,536,34,219,430
67,1992,1992-06-25,12,0,3,7,3.38,3.38,548,34,222,437
68,1992,1992-06-26,9,1,3,3,3.37,3.37,557,35,225,440
69,1992,1992-06-27,9,1,5,5,3.4,3.4,566,36,230,445
70,1992,1992-06-28,9,0,2,4,3.38,3.38,575,36,232,449
71,1992,1992-06-29,11,0,3,10,3.36,3.36,586,36,235,459
72,1992,1992-06-30,6,0,2,3,3.34,3.34,592,36,237,462
73,1992,1992-07-01,13,0,6,3,3.38,3.38,605,36,243,465
74,1992,1992-07-02,9,0,4,11,3.39,3.39,614,36,247,476
75,1992,,7,0,0,4,3.34,3.34,621,36,247,480
76,1992,,3,0,0,10,3.29,3.29,624,36,247,490
77,1992,1992-07-04,6,1,3,10,3.29,3.29,630,37,250,500
78,1992,1992-07-05,13,2,4,9,3.3,3.3,643,39,254,509
79,1992,,10,0,3,7,3.3,3.3,653,39,257,516
80,1992,,13,1,3,7,3.29,3.29,666,40,260,523
81,1992,,5,1,4,6,3.3,3.3,671,41,264,529
82,1992,,13,1,4,5,3.31,3.31,684,42,268,534
83,1992,,8,0,0,12,3.26,3.26,692,42,268,546
84,1992,,9,1,3,3,3.26,3.26,701,43,271,549
85,1992,1992-07-09,4,0,0,9,3.22,3.22,705,43,271,558
86,1992,1992-07-10,8,2,3,8,3.22,3.22,713,45,274,566
87,1992,1992-07-11,11,0,3,4,3.21,3.21,724,45,277,570
88,1992,1992-07-12,9,0,0,5,3.18,3.18,733,45,277,575
89,1992,1992-07-16,10,0,3,10,3.18,3.18,743,45,280,585
90,1992,1992-07-17,13,2,7,7,3.22,3.22,756,47,287,592
91,1992,1992-07-18,17,1,14,4,3.35,3.35,773,48,301,596
92,1992,1992-07-19,10,0,6,3,3.38,3.38,783,48,307,599
93,1992,1992-07-20,9,0,1,5,3.35,3.35,792,48,308,604
94,1992,1992-07-21,7,1,5,5,3.38,3.38,799,49,313,609
95,1992,1992-07-22,9,1,5,6,3.4,3.4,808,50,318,615
96,1992,1992-07-24,9,0,4,6,3.41,3.41,817,50,322,621
97,1992,1992-07-25,10,1,4,2,3.42,3.42,827,51,326,623
98,1992,1992-07-26,8,0,3,7,3.41,3.41,835,51,329,630
99,1992,1992-07-27,7,1,4,8,3.42,3.42,842,52,333,638
100,1992,1992-07-28,8,2,4,3,3.43,3.43,850,54,337,641
101,1992,1992-07-29,5,0,1,7,3.41,3.41,855,54,338,648
102,1992,1992-07-30,11,1,2,4,3.39,3.39,866,55,340,652
103,1992,1992-07-31,7,0,2,4,3.38,3.38,873,55,342,656
104,1992,1992-08-01,9,0,1,4,3.35,3.35,882,55,343,660
105,1992,1992-08-02,5,0,1,3,3.33,3.33,887,55,344,663
106,1992,1992-08-04,5,1,2,7,3.32,3.32,892,56,346,670
107,1992,1992-08-05,13,0,6,7,3.34,3.34,905,56,352,677
108,1992,1992-08-07,10,1,4,2,3.35,3.35,915,57,356,679
109,1992,1992-08-08,18,2,12,3,3.44,3.44,933,59,368,682
110,1992,1992-08-09,11,0,9,4,3.49,3.49,944,59,377,686
111,1992,1992-08-10,6,0,3,4,3.49,3.49,950,59,380,690
112,1992,1992-08-11,6,0,4,5,3.49,3.49,956,59,384,695
113,1992,1992-08-12,4,1,3,5,3.49,3.49,960,60,387,700
114,1992,1992-08-13,9,0,0,8,3.46,3.46,969,60,387,708
115,1992,1992-08-14,4,1,3,7,3.45,3.45,973,61,390,715
116,1992,1992-08-15,4,0,2,9,3.44,3.44,977,61,392,724
117,1992,1992-08-16,5,0,1,7,3.42,3.42,982,61,393,731
118,1992,1992-08-17,0,0,0,6,3.39,3.39,982,61,393,737
119,1992,1992-08-18,6,0,0,2,3.36,3.36,988,61,393,739
120,1992,1992-08-19,6,1,1,5,3.34,3.34,994,62,394,744
121,1992,1992-08-20,12,4,11,5,3.41,3.41,1006,66,405,749
122,1992,1992-08-21,15,0,3,5,3.39,3.39,1021,66,408,754
123,1992,1992-08-22,9,1,5,6,3.41,3.41,1030,67,413,760
124,1992,1992-08-23,11,0,4,2,3.41,3.41,1041,67,417,762
125,1992,1992-08-24,10,0,4,6,3.42,3.42,1051,67,421,768
126,1992,1992-08-25,13,1,6,7,3.44,3.44,1064,68,427,775
127,1992,1992-08-26,9,0,2,10,3.43,3.43,1073,68,429,785
128,1992,1992-08-28,4,0,1,6,3.41,3.41,1077,68,430,791
129,1992,1992-08-29,6,0,3,8,3.41,3.41,1083,68,433,799
130,1992,1992-08-30,9,0,1,4,3.39,3.39,1092,68,434,803
131,1992,1992-08-31,2,0,0,7,3.37,3.37,1094,68,434,810
132,1992,1992-09-01,12,2,4,8,3.36,3.36,1106,70,438,818
133,1992,1992-09-02,11,0,4,5,3.37,3.37,1117,70,442,823
134,1992,1992-09-04,11,1,6,3,3.39,3.39,1128,71,448,826
135,1992,1992-09-05,10,1,6,4,3.41,3.41,1138,72,454,830
136,1992,1992-09-06,9,1,5,5,3.43,3.43,1147,73,459,835
137,1992,1992-09-07,16,0,5,5,3.44,3.44,1163,73,464,840
138,1992,1992-09-08,10,1,7,7,3.47,3.47,1173,74,471,847
139,1992,1992-09-09,4,0,1,8,3.45,3.45,1177,74,472,855
140,1992,1992-09-10,5,0,2,7,3.44,3.44,1182,74,474,862
141,1992,1992-09-11,12,0,3,6,3.44,3.44,1194,74,477,868
142,1992,1992-09-12,6,0,0,4,3.41,3.41,1200,74,477,872
143,1992,1992-09-13,12,2,7,4,3.44,3.44,1212,76,484,876
144,1992,1992-09-14,10,0,3,11,3.43,3.43,1222,76,487,887
145,1992,1992-09-15,13,1,2,4,3.42,3.42,1235,77,489,891
146,1992,1992-09-16,6,1,3,2,3.42,3.42,1241,78,492,893
147,1992,1992-09-18,9,0,4,1,3.42,3.42,1250,78,496,894
148,1992,1992-09-19,11,0,3,3,3.42,3.42,1261,78,499,897
149,1992,1992-09-20,10,0,2,7,3.42,3.42,1271,78,501,904
150,1992,1992-09-21,7,1,3,8,3.41,3.41,1278,79,504,912
151,1992,1992-09-22,5,0,1,5,3.4,3.4,1283,79,505,917
152,1992,1992-09-23,13,0,3,4,3.39,3.39,1296,79,508,921
153,1992,1992-09-24,15,0,8,2,3.42,3.42,1311,79,516,923
154,1992,1992-09-25,7,0,4,6,3.43,3.43,1318,79,520,929
155,1992,1992-09-26,15,1,4,6,3.43,3.43,1333,80,524,935
156,1992,1992-09-27,14,0,4,8,3.44,3.44,1347,80,528,943
157,1992,1992-09-29,3,0,0,2,3.41,3.41,1350,80,528,945
158,1992,1992-09-30,8,0,3,9,3.41,3.41,1358,80,531,954
159,1992,1992-10-01,9,1,2,5,3.4,3.4,1367,81,533,959
160,1992,1992-10-02,10,1,6,6,3.42,3.42,1377,82,539,965
161,1992,1992-10-03,16,0,3,9,3.41,3.41,1393,82,542,974
162,1992,1992-10-04,8,0,3,7,3.41,3.41,1401,82,545,981
1,1993,1993-04-05,14,0,6,3,6.75,6.75,14,0,6,3
2,1993,1993-04-06,8,0,2,13,4.24,4.24,22,0,8,16
3,1993,1993-04-07,9,0,2,11,3.46,3.46,31,0,10,27
4,1993,1993-04-08,8,0,4,4,3.71,3.71,39,0,14,31
5,1993,1993-04-09,5,1,2,7,3.43,3.43,44,1,16,38
6,1993,1993-04-10,4,0,1,5,2.94,2.94,48,1,17,43
7,1993,1993-04-11,4,1,3,8,3.0,3.0,52,2,20,51
8,1993,1993-04-13,13,2,9,4,3.78,3.78,65,4,29,55
9,1993,1993-04-14,12,0,2,11,3.32,3.32,77,4,31,66
10,1993,1993-04-15,7,0,4,5,3.39,3.39,84,4,35,71
11,1993,1993-04-16,10,1,3,5,3.35,3.35,94,5,38,76
12,1993,1993-04-17,5,0,3,7,3.32,3.32,99,5,41,83
13,1993,1993-04-18,9,0,4,5,3.38,3.38,108,5,45,88
14,1993,1993-04-20,9,2,7,6,3.66,3.66,117,7,52,94
15,1993,1993-04-21,7,0,5,7,3.77,3.77,124,7,57,101
16,1993,1993-04-22,7,0,3,4,3.75,3.75,131,7,60,105
17,1993,1993-04-23,5,1,2,2,3.67,3.67,136,8,62,107
18,1993,1993-04-24,10,1,6,4,3.83,3.83,146,9,68,111
19,1993,1993-04-25,6,1,5,9,3.91,3.91,152,10,73,120
20,1993,1993-04-27,3,0,0,5,3.71,3.71,155,10,73,125
21,1993,1993-04-28,9,0,0,4,3.53,3.53,164,10,73,129
22,1993,1993-04-29,14,2,7,5,3.69,3.69,178,12,80,134
23,1993,1993-04-30,7,1,4,2,3.71,3.71,185,13,84,136
24,1993,1993-05-01,6,0,1,10,3.59,3.59,191,13,85,146
25,1993,1993-05-02,13,0,7,9,3.73,3.73,204,13,92,155
26,1993,1993-05-04,10,0,3,6,3.7,3.7,214,13,95,161
27,1993,1993-05-05,9,1,5,5,3.75,3.75,223,14,100,166
28,1993,1993-05-07,14,0,6,3,3.85,3.85,237,14,106,169
29,1993,1993-05-08,12,0,1,13,3.7,3.7,249,14,107,182
